,id,rodada_id,pontos,preco,variacao,media,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
8826,103645,20,1.6,4.25,0.01,3.63,Marcos Paulo,0.0,"{'A': 2, 'FC': 4, 'FD': 3, 'FF': 8, 'FS': 9, 'FT': 1, 'PE': 17, 'RB': 13}",ata,FLU,Nulo,0
9870,62968,20,1.6,5.77,-0.28,2.37,Maicon,0.0,"{'A': 2, 'CA': 1, 'FC': 6, 'FD': 1, 'FF': 1, 'FS': 5, 'I': 1, 'PE': 8, 'RB': 6}",ata,ATL,Nulo,0
834,68773,20,1.5,3.78,-0.41,2.57,Henrique Almeida,4.8,"{'CA': 1, 'FC': 4, 'FD': 3, 'FF': 8, 'FS': 5, 'PE': 3, 'RB': 5}",ata,CHA,Nulo,0
2010,73800,20,1.5,8.35,-0.47,3.76,Rodrigo Caio,0.0,"{'CA': 3, 'FC': 16, 'FD': 2, 'FF': 12, 'FS': 8, 'G': 1, 'I': 1, 'PE': 18, 'RB': 16, 'SG': 8}",zag,FLA,Provável,0
4626,101319,20,1.5,7.59,-0.22,3.95,Guga,0.0,"{'A': 4, 'FC': 9, 'FF': 3, 'FS': 7, 'I': 2, 'PE': 41, 'RB': 25}",lat,ATL,Dúvida,0
5010,86740,20,1.5,9.36,-0.85,2.15,João Lucas,6.2,"{'CA': 1, 'FC': 10, 'FD': 5, 'FF': 4, 'FS': 8, 'G': 1, 'GC': 1, 'I': 4, 'PE': 44, 'RB': 24, 'SG': 4}",lat,CEA,Provável,0
5046,101708,20,1.5,8.71,0.15,3.38,Felipe Jonatan,0.0,"{'FC': 11, 'FD': 7, 'FF': 6, 'FS': 8, 'G': 2, 'I': 1, 'PE': 28, 'RB': 8, 'SG': 6}",lat,SAN,Nulo,1
5802,92708,20,1.5,9.84,-0.84,4.02,Deyverson,1.7,"{'A': 2, 'CA': 2, 'FC': 13, 'FD': 7, 'FF': 11, 'FS': 28, 'G': 1, 'I': 14, 'PE': 20, 'RB': 8}",ata,PAL,Nulo,1
6030,93797,20,1.5,6.86,-0.69,3.99,Marcinho,0.0,"{'A': 2, 'CA': 2, 'FC': 25, 'FD': 5, 'FF': 10, 'FS': 13, 'FT': 1, 'G': 1, 'I': 1, 'PE': 43, 'RB': 15, 'SG': 5}",lat,BOT,Dúvida,0
6222,102340,20,1.5,2.49,-0.12,2.66,Cacá,0.0,"{'CA': 3, 'FC': 5, 'FD': 1, 'FS': 7, 'PE': 2, 'RB': 7, 'SG': 2}",zag,CRU,Nulo,1
6702,93893,20,1.5,3.75,-0.44,2.08,Marcos Júnior,0.2,"{'CA': 4, 'FC': 28, 'FD': 3, 'FF': 6, 'FS': 24, 'FT': 1, 'G': 1, 'PE': 45, 'RB': 22}",mei,VAS,Provável,1
198,50645,20,1.4,8.18,0.15,2.53,Eduardo,0.0,"{'A': 1, 'CA': 2, 'FC': 17, 'FS': 19, 'PE': 46, 'RB': 20, 'SG': 4}",lat,CHA,Contundido,0
3474,82653,20,1.4,1.52,0.4,-0.45,Victor Rangel,0.0,"{'CA': 2, 'FC': 13, 'FD': 1, 'FF': 2, 'FS': 17, 'I': 1, 'PE': 10, 'RB': 2}",ata,BOT,Nulo,0
5034,91733,20,1.4,6.45,-0.17,2.94,Felipe,6.0,"{'A': 1, 'CA': 8, 'FC': 42, 'FD': 2, 'FF': 3, 'FS': 19, 'PE': 70, 'RB': 61}",mei,FOR,Provável,1
7998,98412,20,1.4,13.34,-0.23,3.44,Tiepo,0.0,"{'CA': 1, 'DD': 37, 'DP': 3, 'FS': 3, 'GS': 35, 'PE': 15, 'SG': 4}",gol,CHA,Nulo,0
54,50313,20,1.3,4.55,0.4,1.12,Elicarlos,1.2,"{'CA': 4, 'FC': 18, 'FD': 2, 'FF': 7, 'FS': 14, 'PE': 19, 'RB': 12}",mei,CHA,Provável,0
2430,78415,20,1.3,4.31,0.18,-0.08,Uribe,-1.6,"{'CA': 3, 'FC': 5, 'FD': 4, 'FF': 6, 'I': 2, 'PE': 9, 'RB': 1}",ata,SAN,Suspenso,1
2934,81031,20,1.25,8.15,-1.68,1.25,Marquinhos Santos,3.52,{},tec,CHA,Provável,0
8334,38315,20,1.2,3.19,0.22,-0.02,Jadson,0.0,"{'A': 1, 'CA': 3, 'FC': 6, 'FD': 1, 'FF': 5, 'FS': 3, 'PE': 18, 'RB': 1}",mei,COR,Nulo,0
9534,38913,20,1.1,5.81,-0.58,2.51,Nenê,9.0,"{'A': 2, 'CV': 1, 'FC': 15, 'FD': 3, 'FF': 12, 'FS': 23, 'G': 3, 'I': 2, 'PE': 54, 'RB': 13}",mei,FLU,Provável,0
798,71571,20,1.0,6.77,-0.51,2.75,Fernando Miguel,5.0,"{'CA': 1, 'DD': 19, 'FS': 2, 'GS': 15, 'PE': 7, 'SG': 6}",gol,VAS,Provável,1
1746,69141,20,1.0,13.87,-0.21,2.8,Ricardo Bueno,0.0,"{'A': 2, 'CA': 3, 'FC': 22, 'FD': 6, 'FF': 8, 'FS': 17, 'G': 5, 'I': 11, 'PE': 19, 'PP': 1, 'RB': 12}",ata,CSA,Nulo,1
4974,86686,20,1.0,4.89,-0.24,2.09,Tchê Tchê,3.1,"{'CA': 5, 'FC': 29, 'FD': 8, 'FF': 12, 'FS': 31, 'G': 1, 'I': 1, 'PE': 51, 'RB': 28}",mei,SAO,Provável,0
9666,42222,20,1.0,5.12,-0.75,1.92,Osvaldo,-1.3,"{'A': 3, 'CA': 2, 'CV': 1, 'FC': 20, 'FD': 4, 'FF': 11, 'FS': 9, 'FT': 2, 'G': 2, 'PE': 28, 'RB': 9}",ata,FOR,Provável,1
1986,73741,20,0.9,13.37,-1.15,3.83,Marco Ruben,0.3,"{'A': 3, 'CA': 1, 'FC': 18, 'FD': 7, 'FF': 6, 'FS': 6, 'FT': 3, 'G': 2, 'I': 5, 'PE': 13, 'RB': 7}",ata,ATL,Dúvida,0
3822,83438,20,0.9,4.43,-0.02,2.04,Guilherme Parede,-0.2,"{'A': 1, 'CA': 2, 'FC': 18, 'FD': 7, 'FF': 9, 'FS': 28, 'G': 1, 'I': 13, 'PE': 16, 'RB': 6}",ata,INT,Provável,0
4494,90572,20,0.9,7.83,-0.89,5.03,Léo Sena,0.0,"{'A': 1, 'CA': 5, 'CV': 1, 'FC': 19, 'FD': 1, 'FF': 6, 'FS': 79, 'PE': 50, 'RB': 53}",mei,GOI,Provável,1
7806,97528,20,0.9,2.02,-0.6,1.18,Frazan,5.0,"{'CA': 1, 'CV': 2, 'FC': 7, 'FS': 1, 'PE': 4, 'RB': 3, 'SG': 5}",zag,FLU,Dúvida,0
1146,71937,20,0.8,6.9,0.0,3.83,Juninho,-2.0,"{'A': 3, 'CA': 4, 'FC': 38, 'FD': 9, 'FF': 17, 'FS': 17, 'G': 2, 'GC': 1, 'PE': 50, 'RB': 33}",mei,FOR,Provável,1
2850,80337,20,0.8,9.19,-0.43,2.42,Arthur Caíke,4.8,"{'A': 1, 'CV': 1, 'FC': 14, 'FD': 6, 'FF': 16, 'FS': 10, 'FT': 1, 'G': 3, 'I': 2, 'PE': 23, 'RB': 6}",ata,BAH,Dúvida,0
3654,83004,20,0.8,6.99,-0.3,2.04,Otero,0.0,"{'CA': 1, 'FC': 12, 'FD': 11, 'FF': 12, 'FS': 24, 'G': 1, 'PE': 13, 'RB': 2}",mei,ATL,Dúvida,0
1158,72018,20,0.7,10.54,0.28,5.06,Tiago Volpi,4.4,"{'DD': 36, 'FS': 8, 'GS': 16, 'PE': 19, 'SG': 10}",gol,SAO,Provável,0
2646,78715,20,0.7,9.34,-0.14,1.25,Ramiro,0.0,"{'A': 1, 'CA': 1, 'FC': 20, 'FD': 1, 'FF': 3, 'FS': 10, 'PE': 17, 'RB': 10}",mei,COR,Nulo,0
2670,80313,20,0.7,6.03,-1.01,2.49,Gilberto ,9.4,"{'A': 2, 'CA': 1, 'FC': 21, 'FD': 5, 'FF': 7, 'FS': 15, 'I': 1, 'PE': 52, 'RB': 21, 'SG': 5}",lat,FLU,Provável,0
2694,78840,20,0.7,5.05,-0.26,2.66,Pedro Castro,0.0,"{'FC': 27, 'FD': 7, 'FF': 9, 'FS': 28, 'FT': 1, 'G': 1, 'I': 1, 'PE': 51, 'PP': 1, 'RB': 36}",mei,AVA,Contundido,1
2994,81241,20,0.7,3.6,0.13,2.31,Oswaldo Henríquez,6.0,"{'CA': 4, 'FC': 10, 'FD': 2, 'FF': 1, 'FS': 4, 'FT': 1, 'PE': 21, 'RB': 16, 'SG': 6}",zag,VAS,Provável,1
8274,103099,20,0.7,1.8,0.8,0.68,Éderson,2.6,"{'CA': 2, 'FC': 16, 'FD': 3, 'FF': 3, 'FS': 16, 'FT': 1, 'PE': 19, 'RB': 10}",mei,CRU,Provável,1
8718,103076,20,0.7,2.75,0.52,1.2,Mateus Gonçalves,0.3,"{'CA': 1, 'FC': 7, 'FD': 2, 'FF': 6, 'FS': 8, 'G': 1, 'I': 1, 'PE': 20, 'RB': 8}",ata,CEA,Provável,0
4110,84709,20,0.6,13.45,-2.75,3.2,Nico López,2.0,"{'A': 3, 'CA': 5, 'FC': 23, 'FD': 10, 'FF': 17, 'FS': 11, 'FT': 2, 'G': 1, 'I': 10, 'PE': 41, 'RB': 21}",ata,INT,Provável,0
8586,38509,20,0.6,7.15,-0.73,4.88,Diego Alves,17.5,"{'DD': 26, 'DP': 2, 'FS': 3, 'GS': 17, 'PE': 12, 'RB': 2, 'SG': 9}",gol,FLA,Provável,0
4470,101315,20,0.5,3.61,0.01,1.52,Sarrafiore,0.0,"{'CA': 3, 'FC': 12, 'FD': 2, 'FF': 7, 'FS': 7, 'G': 2, 'PE': 20, 'RB': 8}",mei,INT,Nulo,0
4890,86519,20,0.5,2.24,-0.2,0.77,Everton Felipe,0.4,"{'CA': 1, 'FC': 3, 'FD': 1, 'FF': 3, 'FS': 10, 'PE': 12, 'RB': 3}",mei,ATL,Nulo,0
6402,102565,20,0.5,0.86,-0.14,0.5,Miguel Figueira,0.0,{'FS': 1},mei,GOI,Nulo,1
6834,95799,20,0.5,9.3,-0.52,2.82,Artur,0.0,"{'A': 2, 'CA': 6, 'FC': 18, 'FD': 9, 'FF': 16, 'FS': 35, 'G': 4, 'I': 3, 'PE': 68, 'PP': 1, 'RB': 15}",ata,BAH,Nulo,0
354,52674,20,0.4,5.02,-0.08,2.13,Gilson,5.0,"{'A': 1, 'CA': 3, 'CV': 2, 'FC': 20, 'FF': 1, 'FS': 16, 'PE': 37, 'RB': 19, 'SG': 5}",lat,BOT,Dúvida,0
594,62977,20,0.4,7.66,-1.38,2.29,Ganso,0.0,"{'CA': 6, 'FC': 18, 'FD': 7, 'FF': 12, 'FS': 20, 'G': 2, 'PE': 58, 'RB': 18}",mei,FLU,Provável,0
1866,73620,20,0.4,6.99,-1.06,3.2,Bruno Alves,8.0,"{'A': 1, 'CA': 3, 'FC': 30, 'FD': 1, 'FF': 6, 'FS': 13, 'PE': 24, 'RB': 27, 'SG': 9}",zag,SAO,Provável,0
2178,70934,20,0.4,4.23,-0.35,1.23,Jackson,0.2,"{'CA': 1, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 1, 'PE': 21, 'RB': 6, 'SG': 2}",zag,FOR,Provável,1
3846,83528,20,0.4,8.06,0.02,2.44,Léo Pereira,-0.6,"{'CA': 5, 'FC': 22, 'FD': 3, 'FF': 5, 'FS': 10, 'G': 1, 'I': 2, 'PE': 45, 'RB': 15, 'SG': 5}",zag,ATL,Provável,0
5058,86770,20,0.4,5.63,-0.1,2.85,João Paulo,-2.3,"{'CA': 5, 'FC': 34, 'FD': 6, 'FF': 10, 'FS': 30, 'G': 2, 'PE': 56, 'RB': 32}",mei,AVA,Nulo,1
3042,81770,20,0.3,3.48,0.5,-0.2,Clayton,0.0,"{'CA': 1, 'FC': 7, 'FD': 5, 'FF': 3, 'PE': 5}",ata,VAS,Nulo,1
4674,90917,20,0.2,3.14,-0.53,-0.1,Carlos Eduardo,0.0,"{'CA': 2, 'FC': 2, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 2, 'RB': 1}",ata,PAL,Nulo,1
6558,42500,20,0.2,12.25,-0.67,5.38,Fagner,3.5,"{'A': 2, 'CA': 3, 'FC': 17, 'FD': 3, 'FF': 4, 'FS': 28, 'PE': 64, 'RB': 37, 'SG': 9}",lat,COR,Provável,0
2406,78435,20,0.1,8.16,-0.78,3.76,Vitinho,-1.2,"{'A': 3, 'CA': 1, 'FC': 18, 'FD': 8, 'FF': 12, 'FS': 14, 'G': 3, 'I': 2, 'PE': 27, 'RB': 10}",ata,FLA,Provável,0
6,50294,20,0.0,3.06,0.0,-1.1,Guilherme,0.0,"{'CA': 2, 'FC': 4, 'FS': 3, 'PE': 6, 'RB': 2}",mei,FLU,Nulo,0
18,37614,20,0.0,5.04,0.0,1.12,Evandro,2.1,"{'A': 2, 'CV': 1, 'FC': 12, 'FD': 1, 'FF': 1, 'FS': 6, 'PE': 12, 'RB': 6}",mei,SAN,Provável,1
42,50284,20,0.0,4.8,0.0,2.0,Wilson,0.7,"{'DD': 8, 'FS': 1, 'GS': 9, 'PE': 2}",gol,ATL,Dúvida,0
78,37655,20,0.0,3.26,0.0,0.48,Rafael Moura,0.2,"{'CA': 1, 'FC': 24, 'FD': 2, 'FF': 4, 'FS': 13, 'I': 1, 'PE': 12, 'RB': 4}",ata,GOI,Provável,1
90,50293,20,0.0,6.79,0.0,1.17,Ramires,0.0,"{'FC': 2, 'FF': 1, 'FS': 2, 'PE': 1, 'RB': 2}",mei,PAL,Contundido,1
114,37657,20,0.0,6.97,0.0,4.7,Edu Dracena,0.0,"{'FC': 3, 'FD': 1, 'FF': 3, 'FS': 2, 'PE': 1, 'RB': 4, 'SG': 2}",zag,PAL,Nulo,1
150,50324,20,0.0,9.56,0.0,2.67,Hudson,0.0,"{'A': 1, 'CA': 3, 'FC': 25, 'FD': 4, 'FF': 1, 'FS': 10, 'G': 1, 'I': 1, 'PE': 18, 'RB': 22}",mei,SAO,Nulo,0
162,50328,20,0.0,5.0,0.0,0.0,Marcelo Oliveira,0.0,{},zag,GRE,Contundido,1
186,50407,20,0.0,4.67,0.0,0.9,Marquinho,0.0,"{'FC': 9, 'FD': 2, 'FF': 1, 'FS': 3, 'I': 1, 'PE': 6, 'RB': 6}",mei,VAS,Nulo,1
222,51194,20,0.0,3.84,0.29,0.87,Rafael Pereira,-2.0,"{'CA': 3, 'FC': 2, 'FS': 3, 'G': 1, 'PE': 14, 'RB': 6}",zag,CHA,Suspenso,0
234,51415,20,0.0,4.09,0.0,0.98,Roger Carvalho,0.0,"{'FC': 5, 'FF': 3, 'FS': 3, 'PE': 24, 'RB': 5, 'SG': 2}",zag,FOR,Contundido,1
246,50408,20,0.0,6.0,0.0,0.0,Breno,0.0,{},zag,VAS,Nulo,1
258,50459,20,0.0,6.34,0.0,1.92,Léo,0.0,"{'CA': 1, 'FC': 16, 'FS': 4, 'PE': 15, 'RB': 15, 'SG': 3}",zag,CRU,Contundido,1
270,50877,20,0.0,3.33,0.0,1.3,Pedro Ken,0.0,"{'CA': 2, 'FC': 9, 'FS': 11, 'PE': 6, 'RB': 8}",mei,CEA,Nulo,0
294,51549,20,0.0,3.0,0.0,0.0,Adalberto,-2.8,"{'CA': 1, 'FC': 1, 'PE': 1}",zag,FOR,Nulo,1
306,52618,20,0.0,3.03,0.0,1.9,Anderson Martins,0.0,"{'CA': 5, 'FC': 12, 'FS': 1, 'PE': 12, 'RB': 13, 'SG': 4}",zag,SAO,Nulo,0
318,51413,20,0.0,8.01,0.0,9.63,Walter,0.0,"{'DD': 7, 'FS': 1, 'GS': 1, 'PE': 2, 'SG': 2}",gol,COR,Nulo,0
330,51772,20,0.0,13.59,0.0,4.03,Everton Ribeiro,-1.3,"{'A': 5, 'CA': 3, 'FC': 20, 'FD': 8, 'FF': 12, 'FS': 41, 'G': 1, 'I': 1, 'PE': 62, 'RB': 29}",mei,FLA,Suspenso,0
342,54395,20,0.0,9.17,0.0,1.68,Elias,1.2,"{'A': 1, 'CA': 2, 'CV': 1, 'FC': 24, 'FD': 5, 'FF': 4, 'FS': 14, 'FT': 1, 'G': 1, 'PE': 58, 'RB': 25}",mei,ATL,Provável,0
366,52558,20,0.0,6.11,0.0,1.37,Bruno César,0.0,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 12, 'G': 2, 'I': 1, 'PE': 10, 'PP': 1, 'RB': 1}",mei,VAS,Nulo,1
378,52950,20,0.0,6.56,0.0,3.32,Victor,0.0,"{'CA': 1, 'DD': 17, 'GS': 11, 'PE': 7, 'SG': 1}",gol,ATL,Nulo,0
402,52253,20,0.0,11.68,0.0,4.08,Réver,4.2,"{'A': 1, 'CA': 1, 'FC': 3, 'FD': 4, 'FF': 7, 'FS': 11, 'FT': 2, 'I': 1, 'PE': 25, 'RB': 30, 'SG': 3}",zag,ATL,Provável,0
426,60819,20,0.0,15.9,0.0,5.28,Dedé,11.5,"{'CA': 2, 'FC': 13, 'FD': 4, 'FF': 6, 'FS': 19, 'G': 3, 'PE': 42, 'RB': 26, 'SG': 7}",zag,CRU,Provável,1
462,60791,20,0.0,3.15,0.0,-0.5,Derley,0.0,"{'CA': 1, 'FC': 1, 'RB': 1}",mei,FOR,Nulo,1
498,60969,20,0.0,3.63,0.0,1.87,Patric,-1.5,"{'A': 1, 'CA': 3, 'FC': 25, 'FD': 3, 'FF': 7, 'FS': 5, 'PE': 39, 'RB': 14, 'SG': 3}",lat,ATL,Dúvida,0
522,37701,20,0.0,5.69,0.0,3.0,Léo Moura,0.0,"{'A': 1, 'FC': 3, 'FF': 1, 'FS': 9, 'PE': 34, 'RB': 7, 'SG': 3}",lat,GRE,Dúvida,1
534,62974,20,0.0,0.75,0.0,-1.08,Werley,0.0,"{'FC': 5, 'FD': 3, 'FS': 1, 'GC': 1, 'I': 3, 'PE': 5, 'RB': 1}",zag,VAS,Nulo,1
558,38001,20,0.0,2.08,0.0,-1.0,Anderson,0.0,"{'DD': 1, 'GS': 2}",gol,BAH,Nulo,0
570,63110,20,0.0,3.75,0.0,0.26,Alan Ruschel,0.0,"{'CA': 4, 'FC': 19, 'FD': 2, 'FF': 1, 'FS': 15, 'G': 1, 'PE': 9, 'RB': 6, 'SG': 2}",lat,GOI,Nulo,1
606,63178,20,0.0,5.3,0.0,1.39,Didira,0.0,"{'CA': 3, 'FC': 14, 'FD': 2, 'FF': 3, 'FS': 14, 'PE': 21, 'RB': 17}",mei,CSA,Contundido,1
630,63082,20,0.0,2.22,0.0,-0.67,Rodolfo,0.0,"{'DD': 7, 'FS': 1, 'GS': 12, 'PE': 5}",gol,FLU,Suspenso,0
678,68690,20,0.0,8.69,0.0,2.27,André,5.2,"{'A': 2, 'CA': 2, 'FC': 16, 'FD': 5, 'FF': 5, 'FS': 17, 'FT': 1, 'G': 2, 'I': 4, 'PE': 17, 'PP': 1, 'RB': 9}",ata,GRE,Provável,1
690,37798,20,0.0,8.67,0.0,4.68,Rafael Sobis,0.0,"{'A': 3, 'CA': 4, 'FC': 12, 'FD': 16, 'FF': 15, 'FS': 10, 'G': 2, 'PE': 20, 'RB': 10}",ata,INT,Contundido,0
702,63422,20,0.0,8.0,0.0,0.0,Jucilei,0.0,{},mei,SAO,Nulo,0
714,71162,20,0.0,4.99,0.0,3.35,Vinícius,1.7,"{'A': 2, 'CA': 2, 'FC': 10, 'FD': 10, 'FF': 12, 'FS': 15, 'FT': 1, 'G': 2, 'I': 1, 'PE': 53, 'RB': 12}",mei,ATL,Nulo,0
738,68698,20,0.0,7.02,0.0,2.8,Bruno Silva,-0.3,"{'CA': 3, 'FC': 18, 'FD': 2, 'FF': 2, 'FS': 13, 'I': 1, 'PE': 19, 'RB': 20}",mei,INT,Nulo,0
786,79702,20,0.0,6.13,0.0,2.16,Antônio Carlos ,0.0,"{'CA': 2, 'FC': 7, 'FS': 2, 'PE': 8, 'RB': 6, 'SG': 3}",zag,PAL,Nulo,1
822,71479,20,0.0,4.66,0.0,1.06,Lucho González,-0.3,"{'CA': 1, 'FC': 16, 'FD': 2, 'FF': 6, 'FS': 3, 'G': 1, 'PE': 19, 'RB': 4}",mei,ATL,Dúvida,0
846,68770,20,0.0,4.3,0.0,1.2,Camacho,0.0,"{'FC': 1, 'FS': 1, 'PE': 1, 'RB': 1}",mei,ATL,Suspenso,0
858,79887,20,0.0,4.0,0.0,0.0,Fabiano,0.0,{},lat,PAL,Nulo,1
882,82407,20,0.0,3.68,0.0,0.65,Chico,0.0,"{'CA': 1, 'FC': 14, 'FD': 1, 'FF': 1, 'FS': 8, 'PE': 7, 'RB': 6}",mei,CEA,Nulo,0
906,71680,20,0.0,1.76,0.0,-0.02,Raúl Cáceres,0.0,"{'CA': 1, 'FC': 11, 'FD': 1, 'FS': 1, 'I': 1, 'PE': 6, 'RB': 2, 'SG': 1}",lat,VAS,Nulo,1
942,68817,20,0.0,5.85,0.0,2.8,Paulo Miranda,-1.0,"{'CA': 2, 'FC': 10, 'FD': 1, 'FS': 4, 'GC': 1, 'PE': 12, 'RB': 11, 'SG': 3}",zag,GRE,Nulo,1
954,71667,20,0.0,2.8,0.0,0.46,Geovane,0.0,"{'CA': 4, 'FC': 37, 'FD': 1, 'FF': 8, 'FS': 9, 'PE': 34, 'RB': 21}",mei,GOI,Nulo,1
978,71719,20,0.0,5.22,0.0,1.71,Elton,0.0,"{'CA': 1, 'FC': 19, 'FD': 1, 'FF': 4, 'PE': 15, 'RB': 18}",mei,BAH,Contundido,0
1014,68834,20,0.0,5.28,0.0,3.18,Rithely,0.0,"{'A': 1, 'FC': 14, 'FD': 1, 'FF': 2, 'FS': 6, 'PE': 13, 'RB': 17}",mei,INT,Nulo,0
1050,71787,20,0.0,3.8,0.0,0.0,Juninho Quixadá,0.6,"{'FC': 2, 'FF': 3, 'FS': 3, 'FT': 1, 'PE': 4}",mei,CEA,Nulo,0
1074,71882,20,0.0,10.71,0.0,3.79,Diogo Silva,11.0,"{'CA': 2, 'DD': 37, 'FS': 9, 'GS': 24, 'PE': 11, 'SG': 6}",gol,CEA,Provável,0
1086,68896,20,0.0,5.0,0.0,0.0,Ramon,0.0,{},lat,VAS,Nulo,1
1098,71724,20,0.0,3.05,0.0,2.37,Agenor,0.0,"{'CV': 1, 'DD': 9, 'FS': 3, 'GS': 7, 'PE': 1, 'SG': 1}",gol,FLU,Nulo,0
1110,71829,20,0.0,6.7,0.0,2.13,Júnior Urso,0.0,"{'CA': 3, 'FC': 21, 'FD': 7, 'FF': 6, 'FS': 15, 'I': 1, 'PE': 23, 'RB': 22}",mei,COR,Contundido,0
1134,68920,20,0.0,18.02,0.0,6.2,Dudu,1.0,"{'A': 2, 'CA': 3, 'FC': 15, 'FD': 17, 'FF': 18, 'FS': 71, 'G': 6, 'I': 5, 'PE': 58, 'RB': 9}",ata,PAL,Provável,1
1170,72071,20,0.0,4.0,0.0,0.0,Amaral,0.0,{},mei,CSA,Contundido,1
1182,72097,20,0.0,6.18,0.0,3.4,Giovanni,2.7,"{'CA': 1, 'FC': 4, 'FF': 1, 'FS': 1, 'PE': 13, 'RB': 7, 'SG': 4}",lat,BAH,Provável,0
1206,68911,20,0.0,6.2,0.0,3.14,Diego Souza,0.0,"{'A': 1, 'CA': 3, 'FC': 26, 'FD': 10, 'FF': 9, 'FS': 35, 'FT': 1, 'G': 5, 'I': 8, 'PE': 41, 'RB': 5}",ata,BOT,Provável,0
1230,68928,20,0.0,3.99,0.0,2.73,Rafael,0.0,"{'DD': 5, 'FS': 1, 'GS': 6, 'PE': 1, 'SG': 1}",gol,CRU,Nulo,1
1254,68930,20,0.0,3.37,-0.19,0.88,Kieza,0.0,"{'FC': 9, 'FD': 4, 'FF': 5, 'FS': 13, 'I': 1, 'PE': 2}",ata,FOR,Provável,1
1278,72359,20,0.0,9.0,0.0,1.62,Luiz Otávio,11.1,"{'A': 1, 'CA': 5, 'FC': 21, 'FD': 1, 'FF': 2, 'FS': 9, 'PE': 17, 'RB': 18, 'SG': 4}",zag,CEA,Provável,0
1290,72290,20,0.0,6.4,0.0,1.0,Jailson,0.0,"{'DD': 4, 'GS': 3}",gol,PAL,Nulo,1
1326,72142,20,0.0,8.76,0.0,5.61,Danilo Avelar,0.2,"{'CA': 4, 'FC': 20, 'FD': 5, 'FF': 2, 'FS': 24, 'G': 1, 'I': 1, 'PE': 28, 'RB': 23, 'SG': 9}",lat,COR,Provável,0
1350,68938,20,0.0,4.32,0.0,1.76,Giovanni Augusto,0.0,"{'A': 1, 'CA': 1, 'CV': 1, 'FC': 16, 'FD': 6, 'FF': 8, 'FS': 15, 'PE': 37, 'RB': 14}",mei,GOI,Nulo,1
1386,68950,20,0.0,3.9,0.0,-1.0,Ronaldo Alves,3.3,"{'CA': 1, 'FC': 8, 'FF': 4, 'FS': 5, 'PE': 4, 'RB': 4, 'SG': 1}",zag,CSA,Provável,1
1434,72497,20,0.0,6.23,0.0,4.53,Gustavo Campanharo,0.0,"{'A': 1, 'FC': 26, 'FD': 4, 'FF': 10, 'FS': 31, 'G': 1, 'PE': 33, 'RB': 40}",mei,CHA,Nulo,0
1446,72391,20,0.0,6.9,0.0,2.82,Fernando Diniz,7.02,{},tec,SAO,Provável,0
1470,68954,20,0.0,3.16,0.0,0.85,Marquinhos Gabriel,0.3,"{'CA': 2, 'FC': 9, 'FD': 5, 'FF': 5, 'FS': 14, 'I': 1, 'PE': 19, 'RB': 13}",mei,CRU,Nulo,1
1482,69010,20,0.0,1.19,0.0,-0.65,João Carlos,0.0,"{'CV': 1, 'DD': 1, 'FC': 1, 'FS': 1, 'GS': 2, 'PE': 1, 'SG': 1}",gol,CSA,Dúvida,1
1518,72494,20,0.0,3.07,0.0,1.3,Celsinho,-1.0,"{'CA': 1, 'FC': 4, 'FS': 1, 'PE': 16, 'RB': 5, 'SG': 1}",lat,CSA,Nulo,1
1542,73281,20,0.0,7.0,0.0,0.0,Renê Júnior,0.0,"{'FC': 1, 'FS': 3, 'PE': 1, 'RB': 1}",mei,COR,Nulo,0
1554,69008,20,0.0,2.0,0.0,0.0,Neto,0.0,{},zag,CHA,Contundido,0
1590,69022,20,0.0,8.33,0.0,4.27,Marcelo Cirino,-0.3,"{'A': 2, 'FC': 17, 'FD': 7, 'FF': 14, 'FS': 19, 'FT': 1, 'G': 6, 'I': 6, 'PE': 29, 'RB': 11}",ata,ATL,Provável,0
1614,73446,20,0.0,6.0,0.0,0.0,Éderson,0.0,{},ata,FOR,Nulo,1
1638,73384,20,0.0,12.51,0.0,3.68,Samuel Xavier,5.5,"{'A': 2, 'CA': 8, 'FC': 27, 'FD': 4, 'FF': 10, 'FS': 43, 'FT': 1, 'I': 3, 'PE': 56, 'RB': 30, 'SG': 6}",lat,CEA,Provável,0
1650,69041,20,0.0,4.31,-0.59,3.3,Muriel,14.5,"{'CA': 1, 'DD': 24, 'FC': 1, 'FS': 5, 'GS': 12, 'PE': 5, 'SG': 5}",gol,FLU,Provável,0
1662,73465,20,0.0,3.0,0.0,0.0,Luccas Claro,0.0,{},zag,FLU,Nulo,0
1674,69047,20,0.0,3.66,0.0,0.68,Paulo Roberto,0.0,"{'FC': 5, 'FF': 1, 'FS': 7, 'PE': 7, 'RB': 2}",mei,FOR,Nulo,1
1686,69051,20,0.0,7.35,0.0,8.23,Danilo Fernandes,0.0,"{'DD': 8, 'GS': 2, 'PE': 1, 'SG': 1}",gol,INT,Nulo,0
1698,73501,20,0.0,1.68,0.0,0.53,Julinho,0.0,"{'CA': 2, 'FC': 4, 'FD': 2, 'FF': 2, 'FS': 3, 'PE': 9, 'RB': 6}",mei,AVA,Nulo,1
