,id,rodada_id,pontos,preco,variacao,media,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
3770,100084,16,0.0,0.83,0.0,-0.09,Igor Gomes,1.3,"{'CA': 2, 'FC': 11, 'FD': 3, 'FF': 4, 'FS': 12, 'G': 1, 'PE': 14, 'RB': 4}",mei,SAO,Nulo,0
3782,100103,16,0.0,1.1,0.0,0.7,Pedrinho,0.0,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 1}",ata,ATL,Nulo,0
3806,100125,16,0.0,2.25,0.0,0.74,Thuler,2.5,"{'CA': 2, 'FC': 7, 'FS': 4, 'PE': 7, 'RB': 4, 'SG': 3}",zag,FLA,Nulo,0
3830,83433,16,0.0,8.07,0.0,3.17,Patrick,0.7,"{'A': 1, 'CA': 2, 'FC': 21, 'FD': 2, 'FF': 5, 'FS': 24, 'G': 1, 'PE': 30, 'RB': 34}",mei,INT,Provável,0
3854,100430,16,0.0,1.79,0.0,-0.1,Matheus Matias,0.0,"{'FC': 3, 'FF': 1, 'FS': 1}",ata,AVA,Nulo,1
3866,100652,16,0.0,2.0,0.0,0.0,Yuri Alberto,0.0,{},ata,SAN,Nulo,1
3890,100712,16,0.0,2.0,0.0,0.0,Filipe,0.0,{},gol,COR,Nulo,0
3914,83681,16,0.0,3.92,0.0,2.95,Rafinha,0.0,"{'FC': 2, 'FS': 3, 'PE': 3, 'RB': 4}",lat,CSA,Nulo,1
3926,100742,16,0.0,3.81,0.0,1.09,Matheus Henrique,0.0,"{'A': 1, 'CA': 4, 'FC': 19, 'FD': 2, 'FF': 1, 'FS': 14, 'PE': 28, 'RB': 16}",mei,GRE,Dúvida,1
3938,83772,16,0.0,5.78,0.0,2.27,Neilton,1.6,"{'FC': 7, 'FD': 2, 'FF': 7, 'FS': 19, 'G': 1, 'I': 2, 'PE': 20, 'RB': 7}",ata,INT,Nulo,0
3974,83869,16,0.0,3.0,0.0,0.0,Diego Tavares,0.0,{},lat,FOR,Nulo,1
3986,100763,16,0.0,1.0,0.0,0.0,Gabriel Sara,-0.5,"{'FD': 1, 'I': 1, 'PE': 2}",mei,SAO,Nulo,0
3998,84253,16,0.0,0.78,0.0,-2.8,Jean Carlos,0.0,"{'CA': 1, 'FC': 1, 'PE': 1}",mei,GOI,Nulo,1
4010,84381,16,0.0,2.97,0.0,0.85,Rafinha,0.0,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 3, 'FT': 1, 'PE': 3, 'RB': 1}",mei,GOI,Nulo,1
4022,84338,16,0.0,1.0,0.0,0.0,Max Walef,0.0,{},gol,FOR,Nulo,1
4034,84339,16,0.0,2.47,0.0,3.7,Bruno Melo,0.0,"{'CV': 1, 'FC': 7, 'FF': 1, 'FS': 9, 'G': 1, 'I': 1, 'PE': 9, 'RB': 3, 'SG': 2}",lat,FOR,Nulo,1
4046,100830,16,0.0,2.0,0.0,0.0,Brenno,0.0,{},gol,GRE,Nulo,1
4070,84428,16,0.0,5.28,0.0,2.11,Fernando Sobral,0.0,"{'CA': 1, 'FC': 17, 'FD': 2, 'FF': 6, 'FS': 11, 'I': 1, 'PE': 23, 'RB': 22}",mei,CEA,Nulo,0
4130,84847,16,0.0,4.0,0.0,0.0,Luan Peres ,7.7,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 2, 'PE': 5, 'RB': 3, 'SG': 2}",zag,SAN,Nulo,1
4142,100840,16,0.0,2.0,0.0,0.0,Emanuel,0.0,{},zag,GRE,Nulo,1
4154,89101,16,0.0,2.22,0.0,1.63,Bruno Sávio,0.0,"{'FC': 2, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 6, 'RB': 4}",ata,AVA,Nulo,1
4166,100842,16,0.0,1.0,0.0,0.0,Ruan,0.0,{},zag,GRE,Nulo,1
4178,88427,16,0.0,3.77,0.0,1.05,Marlon,-0.8,"{'CA': 1, 'FC': 10, 'FS': 8, 'PE': 7, 'RB': 5}",mei,FOR,Nulo,1
4190,88651,16,0.0,2.0,0.0,0.0,Vinícius Tanque,0.7,"{'FC': 8, 'FS': 5, 'I': 1, 'PE': 3}",ata,BOT,Nulo,0
4202,86143,16,0.0,1.68,0.0,-2.5,Wanderson,0.0,"{'CA': 1, 'FC': 2, 'FS': 1}",zag,BAH,Nulo,0
4226,86380,16,0.0,2.62,0.0,3.0,Luanderson ,0.0,"{'FC': 3, 'FF': 1, 'FS': 5, 'PE': 1, 'RB': 3}",mei,AVA,Nulo,1
4250,89150,16,0.0,3.57,0.0,0.93,Jean,0.0,"{'FF': 2, 'PE': 1, 'RB': 1}",mei,BOT,Nulo,0
4262,100843,16,0.0,1.0,0.0,0.0,Felipe,0.0,{},lat,GRE,Nulo,1
4274,89226,16,0.0,5.09,0.0,5.75,Iago Maidana,0.0,"{'CA': 2, 'FC': 5, 'FF': 2, 'FS': 2, 'FT': 1, 'G': 1, 'PE': 9, 'RB': 6}",zag,ATL,Nulo,0
4286,100846,16,0.0,1.0,0.0,0.0,Esteves,0.0,{},lat,PAL,Nulo,1
4298,89492,16,0.0,3.0,0.0,0.0,Saulo,0.0,{},gol,BOT,Nulo,0
4322,89273,16,0.0,5.0,0.0,0.0,João Pedro ,-0.4,"{'CA': 1, 'FC': 4, 'FD': 1, 'PE': 3, 'RB': 2, 'SG': 1}",lat,BAH,Provável,0
4334,89342,16,0.0,3.0,0.0,0.0,Caju,0.0,{},lat,SAN,Nulo,1
4394,101040,16,0.0,2.0,0.0,0.0,Rony,0.0,{},zag,SAO,Nulo,0
4406,89883,16,0.0,3.0,0.0,0.0,Dodi,0.0,"{'CA': 1, 'FS': 1, 'PE': 1, 'RB': 2}",mei,FLU,Nulo,0
4478,90302,16,0.0,10.84,0.0,3.48,Pedro Rocha,0.2,"{'A': 2, 'CA': 2, 'FC': 15, 'FD': 10, 'FF': 7, 'FS': 25, 'G': 2, 'I': 3, 'PE': 46, 'RB': 14}",ata,CRU,Nulo,1
4502,90444,16,0.0,11.85,0.0,4.95,Moisés,0.0,"{'A': 2, 'CA': 4, 'CV': 1, 'FC': 38, 'FD': 4, 'FF': 10, 'FS': 10, 'I': 1, 'PE': 35, 'RB': 52, 'SG': 10}",lat,BAH,Contundido,0
4514,90569,16,0.0,1.56,0.0,0.21,Yuri Lima,0.0,"{'CA': 6, 'FC': 24, 'FD': 1, 'FF': 2, 'FS': 7, 'PE': 20, 'RB': 21}",mei,FLU,Nulo,0
4526,101316,16,0.0,3.0,0.0,0.0,Gustavo,0.0,{},zag,AVA,Nulo,1
4562,101317,16,0.0,1.0,0.0,0.0,Jô,0.0,{},ata,AVA,Nulo,1
4574,90843,16,0.0,2.0,0.0,0.0,Elias,0.0,{},gol,CHA,Nulo,0
4586,101421,16,0.0,1.0,0.0,0.0,Igor Campos,0.0,{},gol,CHA,Nulo,0
4598,101422,16,0.0,2.8,0.0,-0.3,Bruno Silva,0.0,{'PE': 1},ata,ATL,Nulo,0
4646,90933,16,0.0,3.32,0.0,-2.0,Jean,0.0,{'CA': 1},gol,SAO,Nulo,0
4670,90917,16,0.0,3.67,0.0,-0.25,Carlos Eduardo,0.0,"{'CA': 2, 'FC': 2, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 2, 'RB': 1}",ata,PAL,Nulo,1
4694,101574,16,0.0,1.0,0.0,0.0,Hugo Souza,0.0,{},gol,FLA,Nulo,0
4718,101512,16,0.0,1.0,0.0,0.0,Joelson,0.0,{},mei,CSA,Nulo,1
4742,101484,16,0.0,3.56,0.0,2.81,Thonny Anderson,5.4,"{'A': 4, 'CA': 3, 'FC': 20, 'FD': 12, 'FF': 6, 'FS': 13, 'FT': 2, 'G': 2, 'I': 3, 'PE': 23, 'RB': 12}",mei,ATL,Dúvida,0
4766,101580,16,0.0,2.0,0.0,0.0,Lucas Lourenço,0.0,{},mei,SAN,Nulo,1
4778,101579,16,0.0,4.75,0.0,2.33,Robson Bambu,0.0,"{'FC': 7, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 6, 'RB': 3, 'SG': 2}",zag,ATL,Contundido,0
4790,91130,16,0.0,2.0,0.0,0.0,Fernandinho,0.0,{},ata,BAH,Nulo,0
4814,101594,16,0.0,2.97,0.0,0.3,Hugo Moura,0.0,"{'A': 1, 'CA': 1, 'FC': 1, 'PE': 3, 'RB': 2}",mei,FLA,Nulo,0
4850,101597,16,0.0,2.0,0.0,0.0,Ramon,0.0,{},lat,FLA,Nulo,0
4862,101592,16,0.0,1.25,0.0,-0.6,Matheus Dantas,0.0,"{'FS': 1, 'I': 1, 'PE': 2}",zag,FLA,Nulo,0
4898,86444,16,0.0,1.6,0.0,-0.25,Pablo Dyego,0.0,"{'FC': 2, 'FS': 1, 'PE': 1, 'RB': 2}",ata,FLU,Contundido,0
4910,86410,16,0.0,5.22,0.0,0.2,Victor Luis,0.0,"{'FC': 5, 'FF': 1, 'PE': 3, 'RB': 2}",lat,PAL,Nulo,1
4934,101596,16,0.0,2.0,0.0,0.0,Vitor Gabriel,0.0,{},ata,FLA,Nulo,0
4946,101601,16,0.0,2.0,0.0,0.0,Caio,0.0,"{'CA': 1, 'FC': 2, 'FF': 1, 'PE': 1}",mei,FLU,Nulo,0
4982,91251,16,0.0,5.01,0.0,6.94,Rodriguez,0.0,"{'A': 1, 'FC': 2, 'FF': 1, 'FS': 1, 'I': 2, 'PE': 11, 'RB': 14, 'SG': 3}",zag,GRE,Nulo,1
4994,86766,16,0.0,3.0,0.0,1.6,Matheus Rossetto,0.0,"{'CA': 2, 'FC': 11, 'FS': 3, 'PE': 15, 'RB': 9}",mei,ATL,Nulo,0
5042,101708,16,0.0,8.84,0.0,4.01,Felipe Jonatan,0.0,"{'FC': 11, 'FD': 7, 'FF': 6, 'FS': 8, 'G': 2, 'I': 1, 'PE': 28, 'RB': 8, 'SG': 6}",lat,SAN,Nulo,1
5126,86757,16,0.0,15.06,0.0,4.84,Everton,0.0,"{'A': 4, 'CA': 3, 'FC': 11, 'FD': 8, 'FF': 15, 'FS': 12, 'FT': 1, 'G': 8, 'PE': 30, 'RB': 24}",ata,GRE,Dúvida,1
5138,101647,16,0.0,1.0,0.0,0.0,Ulisses,0.0,{},zag,VAS,Nulo,1
5150,101626,16,0.0,2.0,0.0,0.0,Xandão,0.0,{},zag,BAH,Nulo,0
5162,86842,16,0.0,2.46,0.0,-2.5,Ewandro,0.0,"{'CA': 1, 'FC': 1}",ata,FLU,Nulo,0
5198,86973,16,0.0,5.41,0.0,2.7,Leonardo,0.0,"{'CA': 2, 'FC': 9, 'FD': 4, 'FF': 3, 'FS': 1, 'PE': 18, 'RB': 7, 'SG': 4}",lat,GRE,Contundido,1
5210,91260,16,0.0,2.0,0.0,0.0,Lucas Perri,0.0,{},gol,SAO,Nulo,0
5246,86932,16,0.0,3.34,0.0,0.68,Gustavo,-2.5,"{'CA': 1, 'FC': 14, 'FD': 4, 'FF': 5, 'FS': 10, 'G': 1, 'I': 2, 'PE': 2, 'RB': 2}",ata,COR,Nulo,0
5282,91508,16,0.0,3.74,0.0,-0.48,Leonardo Valencia,0.4,"{'A': 1, 'CA': 2, 'FC': 4, 'FD': 2, 'FF': 6, 'FS': 4, 'G': 1, 'I': 1, 'PE': 17, 'RB': 3}",mei,BOT,Provável,0
5294,101716,16,0.0,1.53,0.0,0.57,Bruninho,0.0,"{'FC': 5, 'FD': 5, 'FF': 4, 'FS': 6, 'G': 1, 'PE': 6, 'RB': 4}",mei,ATL,Provável,0
5342,91708,16,0.0,3.36,0.0,2.13,Nino,9.0,"{'A': 1, 'CA': 6, 'FC': 23, 'FD': 2, 'FF': 5, 'FS': 13, 'G': 1, 'PE': 20, 'RB': 31, 'SG': 5}",zag,FLU,Provável,0
5366,91712,16,0.0,1.0,0.0,0.0,Matheus Alves,0.0,{},gol,GOI,Nulo,1
5390,87342,16,0.0,12.38,0.0,3.08,Kannemann,0.0,"{'CA': 4, 'FC': 17, 'FS': 11, 'G': 1, 'PE': 9, 'RB': 18, 'SG': 3}",zag,GRE,Dúvida,1
5402,87225,16,0.0,9.78,0.0,5.56,Pedro Henrique,0.0,"{'FC': 2, 'FD': 2, 'FF': 3, 'FS': 12, 'PE': 16, 'RB': 15, 'SG': 6}",zag,ATL,Contundido,0
5426,87437,16,0.0,3.03,0.0,-0.25,Caíque Sá,0.0,"{'CA': 1, 'FC': 4, 'FS': 1, 'PE': 5, 'RB': 3}",lat,CHA,Nulo,0
5486,87679,16,0.0,4.35,0.0,1.58,Tréllez,0.0,"{'FC': 5, 'FD': 3, 'FF': 6, 'FS': 4, 'I': 5, 'PE': 2, 'RB': 1}",ata,INT,Nulo,0
5498,91808,16,0.0,3.0,0.0,0.0,Caíque França,0.0,{},gol,COR,Nulo,0
5510,91772,16,0.0,8.03,0.0,2.92,David Duarte,0.0,"{'FC': 2, 'FF': 3, 'FS': 3, 'PE': 10, 'RB': 7, 'SG': 2}",zag,GOI,Contundido,1
5546,94067,16,0.0,4.27,0.0,2.05,Matheus Fernandes,2.7,"{'FC': 1, 'FD': 1, 'FS': 3, 'PE': 4, 'RB': 5}",mei,PAL,Nulo,1
5558,91888,16,0.0,6.04,0.0,1.97,Kevin ,0.0,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 2, 'PE': 13, 'RB': 5, 'SG': 1}",lat,GOI,Nulo,1
5570,91972,16,0.0,3.0,0.0,0.0,João Paulo,0.0,{},ata,CEA,Contundido,0
5594,87999,16,0.0,3.78,0.0,1.73,Gustavo Scarpa,10.5,"{'A': 3, 'CA': 1, 'FC': 12, 'FD': 14, 'FF': 14, 'FS': 11, 'G': 2, 'PE': 42, 'RB': 10}",mei,PAL,Provável,1
5606,92085,16,0.0,1.24,0.0,-1.6,Giovanny ,0.0,"{'FC': 2, 'PE': 2}",ata,GOI,Nulo,1
5618,88125,16,0.0,1.98,0.0,-0.28,Yuri,2.5,"{'CA': 1, 'FC': 4, 'FD': 1, 'FF': 1, 'FS': 4, 'PE': 2, 'RB': 1}",mei,BOT,Dúvida,0
5630,92155,16,0.0,3.89,0.0,1.2,Ramón Martínez,0.0,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 4, 'I': 1, 'PE': 6, 'RB': 11}",mei,ATL,Nulo,0
5690,101719,16,0.0,2.0,0.0,0.0,Rafael França,0.0,{},lat,VAS,Nulo,1
5714,92841,16,0.0,2.0,0.0,0.0,Fernando Medeiros,0.0,{},mei,BAH,Nulo,0
5726,101721,16,0.0,1.0,0.0,0.0,João Pedro Borges,0.0,{},gol,VAS,Nulo,1
5738,93108,16,0.0,7.44,0.0,3.95,Mateus Vital,5.0,"{'A': 2, 'CA': 1, 'FC': 5, 'FD': 7, 'FF': 13, 'FS': 40, 'G': 1, 'PE': 19, 'RB': 16}",mei,COR,Dúvida,0
5750,101720,16,0.0,2.57,0.0,0.7,Miranda,0.0,"{'FC': 2, 'FS': 1, 'PE': 1, 'RB': 1}",zag,VAS,Nulo,1
5774,88224,16,0.0,2.22,0.0,-0.3,Paulo Ricardo,0.0,{'PE': 1},zag,GOI,Nulo,1
5798,92708,16,0.0,10.68,0.0,4.33,Deyverson,1.7,"{'A': 2, 'CA': 2, 'FC': 13, 'FD': 7, 'FF': 11, 'FS': 28, 'G': 1, 'I': 14, 'PE': 20, 'RB': 8}",ata,PAL,Nulo,1
5810,94068,16,0.0,2.64,0.0,0.8,Ribamar,0.5,"{'FC': 11, 'FD': 5, 'FF': 10, 'FS': 3, 'FT': 1, 'G': 1, 'I': 7, 'PE': 6, 'RB': 2}",ata,VAS,Provável,1
5834,93151,16,0.0,3.0,0.0,0.0,Thiago Santos,0.0,{},ata,CHA,Contundido,0
5846,94138,16,0.0,2.41,0.0,0.67,Felipe Vizeu,0.0,"{'FC': 9, 'FF': 4, 'FS': 3, 'G': 1, 'PE': 7}",ata,GRE,Contundido,1
5870,93377,16,0.0,4.0,0.0,0.0,Jobson,0.0,{},mei,SAN,Nulo,1
5882,93659,16,0.0,1.0,0.0,0.0,Michael,0.0,{},gol,ATL,Contundido,0
5894,93785,16,0.0,3.0,0.0,0.0,Alan Cardoso,0.0,{},lat,SAN,Nulo,1
5930,101728,16,0.0,1.0,0.0,0.0,Diego,0.0,{},zag,SAO,Nulo,0
5954,93791,16,0.0,4.58,0.0,1.47,Daniel,9.7,"{'A': 1, 'CA': 2, 'FC': 12, 'FD': 7, 'FF': 3, 'FS': 26, 'G': 1, 'PE': 50, 'RB': 14}",mei,FLU,Nulo,0
5966,101796,16,0.0,5.0,0.0,0.0,Gonzalo Carneiro,0.0,{},ata,SAO,Suspenso,0
6002,101846,16,0.0,5.82,0.0,2.24,Iury,0.0,"{'A': 1, 'CA': 1, 'FC': 14, 'FF': 3, 'FS': 10, 'PE': 30, 'RB': 10, 'SG': 4}",lat,AVA,Nulo,1
6014,101837,16,0.0,2.0,0.0,0.0,Lucas Paes,0.0,{},gol,SAO,Nulo,0
6038,101861,16,0.0,1.0,0.0,0.0,Felipe Sousa,0.0,{},ata,ATL,Nulo,0
6050,94297,16,0.0,2.16,0.0,0.07,William Oliveira,0.0,"{'CA': 3, 'FC': 10, 'FD': 2, 'FF': 2, 'FS': 5, 'PE': 4, 'RB': 7}",mei,CEA,Nulo,0
6074,101885,16,0.0,5.41,0.0,2.04,Toró,0.0,"{'A': 1, 'CA': 1, 'CV': 1, 'FC': 19, 'FD': 3, 'FF': 10, 'FS': 20, 'G': 2, 'I': 3, 'PE': 28, 'RB': 11}",ata,SAO,Contundido,0
6086,101911,16,0.0,2.0,0.0,0.0,Gabriel Calabres,0.0,{},mei,CHA,Nulo,0
6098,93834,16,0.0,2.0,0.0,0.0,Keiller,0.0,{},gol,INT,Nulo,0
6110,94509,16,0.0,7.79,0.0,2.95,Raphael Veiga,0.0,"{'FC': 6, 'FD': 3, 'FF': 6, 'FS': 7, 'G': 1, 'PE': 8, 'RB': 6}",mei,PAL,Nulo,1
6134,94495,16,0.0,1.0,0.0,0.0,Alessandro Vinícius,0.0,{},mei,ATL,Nulo,0
6182,102137,16,0.0,2.0,0.0,0.0,Vitor Eudes,0.0,{},gol,CRU,Nulo,1
6194,94931,16,0.0,2.0,0.0,0.0,Lucas Fernandes,0.0,{},mei,SAO,Nulo,0
6230,102302,16,0.0,1.97,0.0,0.98,Papagaio,0.5,"{'FC': 6, 'FD': 1, 'FF': 2, 'FS': 3, 'PE': 3, 'RB': 3}",ata,GOI,Nulo,1
6242,102290,16,0.0,1.0,0.0,0.0,Gabriel,0.0,{},gol,ATL,Nulo,0
6254,102301,16,0.0,2.0,0.0,0.0,Bruno Leite,0.0,{},mei,ATL,Contundido,0
6266,102139,16,0.0,2.89,0.0,1.77,Jairinho,0.0,"{'FC': 1, 'FD': 2, 'FF': 1, 'FS': 4, 'PE': 2, 'RB': 2}",ata,VAS,Nulo,1
6314,94975,16,0.0,3.0,0.0,0.0,Marco Antônio,0.0,{},mei,BAH,Nulo,0
6326,94981,16,0.0,2.0,0.0,0.0,Felipinho,0.0,{},mei,BAH,Nulo,0
6338,102380,16,0.0,1.0,0.0,0.0,Marcinho,0.0,{},mei,AVA,Nulo,1
6350,94982,16,0.0,1.0,0.0,0.0,Max,0.0,{},mei,BAH,Nulo,0
6362,102452,16,0.0,1.0,0.0,0.0,Vital,0.0,{},zag,CSA,Nulo,1
6374,102563,16,0.0,1.0,0.0,0.0,Kaio,0.0,"{'A': 1, 'FC': 6, 'FF': 1, 'FS': 2, 'PE': 4}",mei,GOI,Contundido,1
6398,102565,16,0.0,1.0,0.0,0.0,Miguel Figueira,0.0,{'FS': 1},mei,GOI,Nulo,1
6410,95222,16,0.0,2.0,0.0,0.0,Thalles,2.0,"{'A': 1, 'CA': 1, 'FC': 3, 'FS': 1}",mei,GOI,Nulo,1
6482,102771,16,0.0,2.0,0.0,0.0,Rodrigo Fernandes,0.0,{},mei,VAS,Nulo,1
6494,94980,16,0.0,2.0,0.0,0.0,Geovane Itinga,0.0,{},ata,BAH,Nulo,0
6506,95476,16,0.0,0.75,0.0,0.1,Kunde,0.0,"{'CA': 2, 'FC': 7, 'FS': 1, 'PE': 7, 'RB': 3, 'SG': 1}",zag,AVA,Nulo,1
6518,95466,16,0.0,7.14,-0.75,3.29,Igor Vinícius,10.2,"{'A': 2, 'CA': 3, 'CV': 2, 'FC': 26, 'FD': 2, 'FF': 3, 'FS': 8, 'PE': 23, 'RB': 28, 'SG': 6}",lat,SAO,Provável,0
6530,102599,16,0.0,3.0,0.0,0.0,Thiaguinho,0.0,{},mei,COR,Nulo,0
6542,102598,16,0.0,3.47,0.0,0.55,Helinho,0.0,"{'CA': 1, 'FC': 6, 'FD': 1, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 8, 'RB': 1}",ata,SAO,Nulo,0
6566,95542,16,0.0,3.0,0.0,0.0,Orinho,11.5,"{'FC': 5, 'FD': 1, 'FF': 2, 'FS': 3, 'PE': 1, 'RB': 5, 'SG': 2}",lat,FLU,Nulo,0
6578,104678,16,0.0,4.22,0.0,1.94,Tiago Reis,0.0,"{'A': 1, 'CA': 1, 'FC': 13, 'FD': 1, 'FF': 3, 'FS': 3, 'FT': 1, 'G': 1, 'I': 1, 'PE': 4, 'RB': 2}",ata,VAS,Nulo,1
6590,95638,16,0.0,4.45,0.0,3.4,Marcelo Benevenuto,0.0,"{'A': 1, 'CA': 3, 'FC': 7, 'FF': 1, 'FS': 9, 'FT': 1, 'G': 1, 'GC': 2, 'PE': 19, 'RB': 3, 'SG': 2}",zag,BOT,Nulo,0
6602,102609,16,0.0,2.0,0.0,0.0,Fernando Castro,0.0,{},gol,BAH,Nulo,0
6614,102686,16,0.0,1.0,0.0,0.0,Yago Darub,0.0,{},gol,FLA,Nulo,0
6638,104824,16,0.0,0.75,0.0,0.0,Gerson Júnior,0.0,{},ata,CSA,Nulo,1
6650,104991,16,0.0,1.0,0.0,0.0,Igo,0.0,{},gol,CSA,Nulo,1
6662,102700,16,0.0,3.0,0.0,0.0,Hulk,2.5,"{'FC': 1, 'PE': 5, 'RB': 3}",lat,ATL,Nulo,0
6674,102719,16,0.0,2.0,0.0,0.0,Moresche,0.0,{},ata,VAS,Nulo,1
6686,93869,16,0.0,2.0,0.0,0.0,Lucas França,0.0,"{'DD': 2, 'GS': 1}",gol,CEA,Nulo,0
6710,104994,16,0.0,1.0,0.0,0.0,Wagner Leonardo,0.0,{},zag,SAN,Nulo,1
6722,105049,16,0.0,1.0,0.0,0.0,Luis Henrique ,0.0,{},ata,BOT,Nulo,0
6734,94044,16,0.0,1.0,0.0,0.0,John Victor,0.0,{},gol,SAN,Nulo,1
6746,95660,16,0.0,3.04,0.0,0.47,Araruna,0.0,"{'CA': 1, 'FC': 1, 'FS': 1, 'PE': 7, 'RB': 5}",mei,FOR,Nulo,1
6758,105111,16,0.0,2.0,0.0,0.0,Bruninho,0.0,{},ata,SAN,Nulo,1
6770,97080,16,0.0,13.57,0.0,6.96,Yony González,3.7,"{'A': 2, 'CA': 1, 'FC': 26, 'FD': 16, 'FF': 31, 'FS': 36, 'FT': 2, 'G': 5, 'I': 5, 'PE': 20, 'RB': 18}",ata,FLU,Provável,0
6782,105068,16,0.0,2.3,0.0,0.0,Reinier,0.0,"{'A': 1, 'FC': 5, 'FD': 1, 'FF': 5, 'FS': 4, 'G': 2, 'PE': 10, 'RB': 1}",mei,FLA,Nulo,0
6794,102911,16,0.0,1.0,0.0,0.0,Zé Ricardo,0.0,{},mei,FLU,Nulo,0
6818,97133,16,0.0,3.0,0.0,0.0,Dudu,0.0,{},lat,INT,Nulo,0
6854,105173,16,0.0,1.0,0.0,0.0,Talison,0.0,{},lat,FOR,Nulo,1
6866,105198,16,0.0,1.0,0.0,0.0,Raphael Lopes,0.0,{},ata,ATL,Nulo,0
6878,105176,16,0.0,2.0,0.0,0.0,Luiz Fernando,0.0,{},ata,ATL,Nulo,0
6902,97245,16,0.0,1.23,0.0,-0.5,Janderson,-0.5,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 7, 'PE': 1, 'RB': 2}",ata,COR,Nulo,0
6914,95820,16,0.0,6.0,0.0,0.0,Léo Santos,0.0,{},zag,COR,Contundido,0
6926,105282,16,0.0,2.0,0.0,0.0,Diguinho,0.0,{},zag,FOR,Nulo,1
6938,105201,16,0.0,1.74,0.0,1.0,Vinícius Popó,0.0,"{'FC': 2, 'FS': 3, 'I': 1}",ata,CRU,Nulo,1
6950,105199,16,0.0,2.0,0.0,0.0,Vinícius,0.0,{'PE': 1},mei,FLA,Nulo,0
6962,105208,16,0.0,1.0,0.0,0.0,Bento,0.0,{},gol,ATL,Nulo,0
6974,105278,16,0.0,1.0,0.0,0.0,Iago Mendonça,0.0,{},zag,GOI,Nulo,1
6986,105339,16,0.0,1.0,0.0,0.0,Heron,0.0,{},zag,GOI,Nulo,1
6998,95875,16,0.0,2.0,0.0,0.0,Hugo Borges,0.0,{},ata,VAS,Nulo,1
7010,95860,16,0.0,1.0,0.0,0.0,Ruan,0.0,{},zag,CHA,Nulo,0
7022,105340,16,0.0,1.0,0.0,0.0,Flávio,0.0,{},mei,GOI,Nulo,1
7034,105341,16,0.0,1.0,0.0,0.0,Filipe Trindade,0.0,{},zag,GOI,Nulo,1
7058,105395,16,0.0,1.0,0.0,0.0,Alan,0.0,{},zag,GOI,Nulo,1
7094,105396,16,0.0,1.0,0.0,0.0,Rafael Barbosa,0.0,{},mei,GOI,Nulo,1
7118,105397,16,0.0,1.0,0.0,0.0,Felipe Mosquete,0.0,{},gol,GOI,Nulo,1
7130,96464,16,0.0,3.0,0.0,0.0,Maurício,0.0,{},zag,AVA,Nulo,1
7142,105553,16,0.0,9.79,0.0,6.0,Alexander,0.0,"{'DD': 8, 'GS': 6}",gol,VAS,Nulo,1
7154,97520,16,0.0,2.99,0.0,0.32,Shaylon,0.0,"{'FC': 4, 'FD': 1, 'FF': 1, 'FS': 2, 'PE': 7, 'RB': 2}",mei,BAH,Nulo,0
7166,105585,16,0.0,2.0,0.0,0.0,Roni,0.0,{},mei,COR,Nulo,0
7178,105566,16,0.0,1.0,0.0,0.0,Riquelme,0.0,{},lat,VAS,Nulo,1
7190,96468,16,0.0,3.0,0.0,0.0,Daniel,0.0,{},gol,INT,Nulo,0
7202,105584,16,0.0,1.0,0.0,0.0,Lucas Piton,0.0,{},lat,COR,Nulo,0
7214,105589,16,0.0,1.0,0.0,0.0,Lucas Bergantin,0.0,{},gol,PAL,Nulo,1
7226,105612,16,0.0,2.21,0.0,0.35,Miguel,0.0,"{'FS': 2, 'PE': 1}",mei,FLU,Nulo,0
7250,96965,16,0.0,1.0,0.0,0.0,Léo Lopes,0.0,{},gol,AVA,Nulo,1
7262,105636,16,0.0,1.0,0.0,0.0,Gabriel Fornari,0.0,{},zag,ATL,Nulo,0
7274,105647,16,0.0,0.97,0.0,1.2,Mauricio,0.0,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 4, 'G': 1, 'I': 1, 'PE': 10, 'RB': 3}",mei,CRU,Nulo,1
7286,96652,16,0.0,2.06,0.0,-0.09,Allan,0.0,"{'A': 1, 'CA': 8, 'CV': 1, 'FC': 44, 'FD': 8, 'FF': 11, 'FS': 23, 'PE': 53, 'RB': 20}",mei,FLU,Provável,0
7310,105635,16,0.0,1.0,0.0,0.0,Geovane,0.0,{},mei,ATL,Nulo,0
7334,105807,16,0.0,1.0,0.0,0.0,Luan,0.0,{},zag,FLU,Nulo,0
7346,105836,16,0.0,0.78,0.0,0.17,Da Silva,0.0,"{'FC': 1, 'FS': 2}",ata,GRE,Nulo,1
7358,97543,16,0.0,1.0,0.0,0.0,Fernando,0.0,{},gol,ATL,Nulo,0
